file,genre,bpm,score_rythme,score_musicalite,commentaire,version,score_rythme_alt,score_musicalite_alt,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr_mean,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms
audio_degraded/ambient_637292_Colombian_Airport_Ambience_FormatA__degraded_rhythm.wav,,[102.27272727],,,,degraded_rhythm,0.0,,-327.4097,184.28596,-50.294373,36.061012,3.4535813,1.8033125,3.7802985,-2.1949685,1.4574322,-2.7495403,3.8547447,-3.1375635,-2.2111182,0.6668512,0.63106275,0.6210538,0.5973783,0.6760395,0.540101,0.45269164,0.4815269,0.559454,0.51899356,0.57969075,0.68204737,0.05019651384617436,2070.3140328539066,2300.921903610615,4093.546118360236,0.022841258
audio_degraded/drums_457377_kick_18__degraded_rhythm.wav,,[166.70866935],,,,degraded_rhythm,0.0,,-29.041512,118.52852,2.8584583,44.031517,-5.5191507,21.340385,-9.568333,16.00946,-10.003326,14.999271,-8.614478,12.504907,-8.870552,0.6115882,0.7129908,0.8143793,0.7688682,0.7530183,0.6845045,0.54884946,0.42749938,0.40885517,0.5019615,0.5816889,0.6004999,0.05794828232020548,3712.742082411404,4674.696490596853,8968.431613869863,0.34993953
audio_degraded/sfx_317764_SFX_Explosion_16__degraded_musicality.wav,ambient,[58.72691761],0.0,0.0,Ambient,degraded_musicality,0.0,0.0,-260.3235,144.5553,1.0914515,11.537635,-11.557678,16.782158,1.6195158,15.24204,-8.495986,11.642586,-0.36594447,11.167496,-7.7712007,0.6426524,0.6392701,0.6199623,0.6437362,0.65812314,0.6688822,0.63333005,0.63014036,0.6147085,0.5860845,0.59064996,0.6197077,0.034785573075457314,1996.1571194006688,3056.4066539546643,4065.902040062881,0.10001456
audio_degraded/guitar_130467_Electric_Guitar_3__degraded_musicality.wav,rock,[161.49902344],50.0,60.0,Again,degraded_musicality,50.0,42.0,-210.51234,108.65276,-9.853491,-14.666913,-22.862915,37.293354,-28.705172,24.877335,-16.673304,21.649479,-9.620724,9.886397,-9.016548,0.15966426,0.23659244,0.18237095,0.31259274,0.3926005,0.15867591,0.094951466,0.113838576,0.15804888,0.25629473,0.5173565,0.21924788,0.10566995554956897,4253.829384138328,4780.262705430197,9738.539618130388,0.088023074
audio_degraded/guitar_792876_7_String_Clean_Guitar_Arp_-_Loopable__degraded_rhythm.wav,pop,[225.],80.0,90.0,Incrdible,degraded_rhythm,56.0,90.0,-323.44086,223.78885,15.074509,-7.3397417,31.795938,2.0441005,-23.87238,-2.754776,16.912367,9.386181,-7.1505275,-9.053412,-1.7003809,0.23304416,0.32631695,0.6199387,0.5676297,0.46515062,0.40256917,0.3689748,0.4911088,0.40354273,0.5470597,0.54581505,0.27442852,0.02343356929226297,788.1212045088874,952.717184471158,1560.962656529517,0.09541487
audio_degraded/drums_760553_96_BPM_Industrial_Drum_Loop__6444__WAV___degraded_rhythm.wav,electronic,[151.99908088],90.0,50.0,Bien mais wtf,degraded_rhythm,63.0,50.0,-321.699,112.64595,-5.107445,21.360376,29.288769,20.55745,22.700256,18.676184,14.879165,12.041006,8.777301,5.416519,3.5445554,0.69663453,0.7541141,0.7941653,0.8271988,0.8241741,0.7769014,0.72099787,0.6773124,0.6502789,0.6118738,0.59645164,0.6431992,0.02837335698119777,1443.647127081617,2115.8142848805196,2812.1323609418523,0.12053656
audio_degraded/percussion_455509_LP_Congas_Quinto_Muted_Slap__degraded_rhythm.wav,simple_note,0.0,100.0,100.0,simple,degraded_rhythm,70.0,100.0,-603.078,56.66472,3.7765152,10.079617,-0.3744889,-3.5673084,-3.1380937,0.9893574,5.006263,10.171742,12.202083,12.446555,6.3120513,0.3747777,0.32316667,0.26262832,0.31195268,0.3471291,0.34638557,0.42731518,0.90106386,0.39438653,0.25316906,0.27158475,0.29571897,0.03972005208333333,4060.1702523348067,5017.637938886513,9461.689453125,0.006722769
audio_degraded/guitar_616236_47__degraded_musicality.wav,simple_note,[109.95678191],100.0,100.0,Clean,degraded_musicality,100.0,70.0,-730.4625,125.27892,72.16929,60.715557,22.652771,25.919336,3.7996814,4.7741017,-6.2844462,-4.9430995,-6.0576506,-6.3329735,-4.671481,0.30612615,0.19428208,0.12907466,0.44266298,0.8299647,0.6412157,0.24135289,0.37640312,0.6174695,0.79318523,0.60429305,0.41029772,0.013185979489006515,1739.2042283959488,3408.2624853414186,3557.958507227199,0.003330261
audio_degraded/drums_760581_137_BPM_Industrial_Drum_Loop__6450__WAV___degraded_musicality.wav,electronic,[45.73423673],80.0,50.0,Ouaip,degraded_musicality,80.0,35.0,-291.49792,223.08922,28.200525,-21.044886,30.212425,30.855135,-8.592638,-2.467084,26.186464,15.786172,-7.6319046,0.07121551,11.218459,0.64854896,0.61410224,0.6016858,0.59093505,0.6050586,0.61307496,0.5924275,0.64356494,0.7162736,0.8776504,0.7516488,0.6997683,0.006035204754759934,431.0191216152454,745.6105147863502,924.7690769220819,0.23185998
audio_degraded/synth_661115_Synth_Bass_Loop_24__degraded_rhythm.wav,electronic,[103.359375],100.0,100.0,Ouahhh,degraded_rhythm,70.0,100.0,-374.9049,123.24132,17.882622,12.367273,12.415451,8.088394,8.135784,5.286981,4.9003563,3.9667137,3.5605266,3.4184165,2.853368,0.7752811,0.74993926,0.7179265,0.71158516,0.7172806,0.7064127,0.68558276,0.6860514,0.6760327,0.70658445,0.72000533,0.74619055,0.008984731843788063,1459.9413751028058,2306.9238334736306,3274.122223755329,0.12614927
audio_degraded/sfx_322494_Explosion_12__degraded_rhythm.wav,ambient,[60.79963235],100.0,100.0,Bizarre,degraded_rhythm,70.0,100.0,-565.1071,110.50671,45.289062,41.920734,28.411404,20.7593,16.889078,20.372536,12.46285,11.718897,7.895051,9.461839,4.558359,0.78334457,0.7860851,0.76062787,0.74738353,0.7537563,0.7648021,0.7162406,0.67909604,0.6757222,0.6896279,0.69634646,0.72904104,0.019090500553097346,1636.6084707775226,3451.8100970867895,2680.8837890625,0.015385301
guitar/800689_Acoustic_Guitar_Oneshot_Slice_58.mp3,simple_note,[187.5],50.0,90.0,SLice,,,,-361.72052,128.1674,-5.8737445,19.999126,-13.167094,11.655686,2.2711675,5.5018325,3.741475,-1.8414532,4.24142,1.2437338,5.5370092,0.39936495,0.45008555,0.6467003,0.43183398,0.41558924,0.43099758,0.45857793,0.3909301,0.416619,0.51638013,0.48308665,0.42934176,0.07374822443181818,3154.6770992603183,3632.926950483029,6883.096590909091,0.032986775
audio_degraded/guitar_683038_Harmonic_b4__degraded_musicality.wav,classical,0.0,100.0,100.0,100,degraded_musicality,100.0,70.0,-765.8194,53.232258,29.171946,13.531718,8.796827,8.464509,11.367727,18.656471,28.017162,34.74269,33.93449,23.033667,5.98251,0.3304048,0.339399,0.35882407,0.39157182,0.41723284,0.39816737,0.32269886,0.24681146,0.34720215,0.86868656,0.3855107,0.30415395,0.026526438258086253,2536.1297743513283,4111.177033473605,5423.639261497641,0.0026279655
audio_degraded/guitar_683041_Harmonic_f_4__degraded_rhythm.wav,simple_note,0.0,100.0,100.0,100,degraded_rhythm,70.0,100.0,-766.25964,57.57631,28.942549,8.219083,-0.28418845,-2.795971,-3.3628974,-2.9237738,0.5289407,9.725519,22.27255,30.053068,25.913769,0.09515403,0.09302127,0.09651498,0.10255198,0.109990306,0.26742494,0.975703,0.3487257,0.09342054,0.08825188,0.0872731,0.09157941,0.051398742165738164,3527.2193433438606,4486.879660522105,7453.037476606024,0.002000358
audio_degraded/guitar_248176_E_String_03__degraded_rhythm.wav,simple_note,[122.2826087],100.0,100.0,E,degraded_rhythm,70.0,100.0,-600.10986,68.95035,56.189476,42.30747,31.03938,23.336397,17.880232,13.097542,8.931748,6.3548927,5.3773675,4.9386806,4.0883946,0.016496925,0.01636128,0.15350473,0.4818054,0.98794657,0.45161393,0.09234804,0.010906265,0.009441119,0.004191696,0.014469812,0.033490147,0.015559781414762741,662.7100393450629,1479.3341634064818,968.0840839191565,0.01903805
audio_degraded/guitar_632817_Live_acoustic_arpeggio__degraded_rhythm.wav,pop,[100.44642857],80.0,90.0,WOahhh,degraded_rhythm,56.0,90.0,-189.6915,156.78918,-19.673458,12.119327,8.260996,4.1432934,-10.536173,-2.6011872,-2.5454817,8.335944,1.086849,-1.4810174,-15.949198,0.45733663,0.24594395,0.38349763,0.15930921,0.053373296,0.13454475,0.5100699,0.45860454,0.19613275,0.13954689,0.14096674,0.35968697,0.05651149276859504,1229.4214924325524,1599.1268430970786,2279.4905733471073,0.12216298
audio_degraded/drums_760618_232_BPM_Industrial_Drum_Loop__6462__WAV___degraded_rhythm.wav,electronic,[93.96306818],90.0,60.0,Mougou,degraded_rhythm,63.0,60.0,-232.66966,142.03578,11.149622,52.14532,14.123401,20.783947,6.7471075,10.8767805,2.9065259,8.649457,2.0030842,5.3214993,3.4250598,0.67686063,0.6463545,0.60888064,0.5928325,0.5677761,0.5715068,0.59201604,0.65268797,0.7095273,0.7600846,0.72064644,0.67596805,0.022012616486827355,1798.1115723477872,3065.3939860040987,3971.7172391746076,0.1391028
audio_degraded/guitar_616270_78__degraded_rhythm.wav,simple_note,[117.45383523],100.0,100.0,100,degraded_rhythm,70.0,100.0,-730.88354,66.90349,-1.8852234,7.5591087,-16.040367,12.340588,-9.851447,1.6751049,-8.0369425,9.783536,14.485479,29.499361,21.964819,0.032200176,0.060891803,0.03703426,0.028804775,0.025396343,0.23774023,1.0,0.20757325,0.016505722,0.022678755,0.025117286,0.019891543,0.07676410675048828,4476.316577510193,4625.456734475348,9519.652462005615,0.001743792
audio_degraded/guitar_47856_G_Maj__degraded_musicality.wav,pop,[80.35714286],100.0,100.0,Pop G,degraded_musicality,100.0,70.0,-203.00903,156.63928,-60.083477,91.467865,34.12796,-1.8729316,15.327474,2.714855,10.724238,11.173146,-2.4205527,-7.405813,-8.117648,0.8788364,0.59992516,0.26059362,0.18808989,0.3988542,0.71960956,0.43970376,0.23243365,0.1713797,0.265158,0.20849714,0.58347064,0.04783089451058201,1123.2406854435317,1325.8279409745403,2683.531746031746,0.198468
guitar/683036_Harmonic_a3.mp3,classical,0.0,100.0,100.0,100,,,,-752.25256,70.40237,49.944748,30.631746,16.825708,7.1806984,0.4277771,-4.2997665,-7.5217156,-9.021381,-9.153951,-9.242634,-9.877483,0.06228805,0.064732246,0.07395797,0.078964666,0.079109214,0.07807201,0.06757454,0.07162924,0.35864443,0.9877912,0.5084418,0.077695325,0.039305922564338236,1909.0363061122664,2900.6277257285833,3797.3170381433824,0.0037810246
audio_degraded/guitar_8390_Clean_E1st_12th__degraded_rhythm.wav,simple_note,[120.18531977],100.0,100.0,simple,degraded_rhythm,70.0,100.0,-692.0109,26.114712,11.470494,14.3197365,9.939939,7.8525634,7.1807656,5.6267323,4.7934055,5.391081,6.665112,8.900129,11.772169,0.3688414,0.35388651,0.41994298,0.5629127,0.83739346,0.61359227,0.5545526,0.57193077,0.59350187,0.57141995,0.49772173,0.4159424,0.08913675103305785,5378.618077769923,5667.726185023167,12252.179025697315,0.0026835504
audio_degraded/piano_665811_Piano_in_11_8_274__degraded_musicality.wav,simple_note,[120.18531977],100.0,100.0,Simple,degraded_musicality,100.0,70.0,-532.09314,141.72002,32.571198,-5.6530275,7.8493223,9.228583,-2.3141031,-5.2570753,-3.3516119,-4.9408207,-5.982896,-2.59681,1.6511834,0.7098675,0.6017759,0.6764939,0.5475971,0.5064276,0.552298,0.481191,0.30979973,0.43013826,0.68827266,0.48398438,0.42411703,0.020725920839337175,1836.748632255013,2584.0643543828137,4162.29990318804,0.013724752
guitar/616233_42.mp3,simple_note,[90.66611842],100.0,100.0,Clean,,,,-696.23065,118.454895,64.50968,55.19139,25.526375,29.710459,6.255077,8.398622,-7.392502,-3.120373,-9.835695,-5.559157,-9.016016,0.29386306,0.54491,0.38793284,0.3298422,0.40745145,0.68082273,0.99868923,0.687556,0.4134764,0.3737827,0.29658258,0.21227887,0.021207335992907802,1993.9151322668797,3492.764864034,4627.500623337766,0.0036877305
piano/665809_Piano_in_11_8_407.mp3,simple_note,[23.07128906],100.0,100.0,Simple,,,,-555.3418,165.04929,32.125904,-14.835978,4.7940016,13.176239,3.9409716,1.4041913,4.70491,5.0027523,4.333078,5.8896804,5.766552,0.44638297,0.5067254,0.84555584,0.6580861,0.46614125,0.5692333,0.67564636,0.65281755,0.55607074,0.49025333,0.32621723,0.3644451,0.02439389749262537,1054.8459999306617,1733.152694728735,2181.332532494469,0.013506219
audio_degraded/guitar_616236_47__degraded_rhythm.wav,simple_note,[86.1328125],100.0,100.0,Clean,degraded_rhythm,70.0,100.0,-730.5248,120.01747,69.25993,49.433407,17.430233,19.574673,0.53648865,3.6856174,-8.271692,-3.191996,-9.6416025,-6.7484965,-9.924528,0.7112328,0.42607364,0.2176417,0.11077295,0.06692493,0.26339293,0.8106676,0.5470115,0.24195619,0.30243158,0.47223902,0.7747986,0.015627546447196872,2011.6488781721278,3748.734673247602,4344.513233886082,0.0029709914
synth/208498_Analog_Synth_01_E.mp3,ambient,[181.4516129],100.0,100.0,Bizarre,,,,-499.68567,45.514427,-9.010031,-5.950952,-13.817647,-13.434931,-9.907573,-0.45814252,4.0341716,2.0999599,-4.7113366,-5.9880524,-2.725857,0.53093326,0.80403334,0.5004452,0.41252747,0.44719297,0.4465902,0.42885572,0.43686426,0.4992844,0.5938174,0.55967116,0.44449908,0.02378713348765432,3608.7684420868864,4451.216922499659,8318.86574074074,0.020594472
audio_degraded/synth_661111_Synth_Bass_Loop_20__degraded_rhythm.wav,electronic,[206.71875],100.0,100.0,Ouahhh,degraded_rhythm,70.0,100.0,-378.10464,120.852165,19.271732,13.54285,14.04953,9.978183,9.899997,7.001657,6.73369,5.352376,4.803164,4.253688,3.779292,0.77327573,0.79613537,0.78804964,0.81009066,0.8450478,0.8221424,0.78001267,0.79368633,0.847886,0.8500362,0.7767392,0.7581682,0.00790825308313033,1163.2778093888885,2115.4350812842517,2485.1834296018574,0.12859641
audio_degraded/synth_661107_Synth_Bass_Loop_4__degraded_rhythm.wav,electronic,[103.359375],100.0,100.0,Ouahhh,degraded_rhythm,70.0,100.0,-379.57465,121.4038,20.223494,12.738799,13.208287,9.521979,9.583605,6.7659926,6.3641214,5.033111,4.5381227,4.0942764,3.5833902,0.75445706,0.78490424,0.788485,0.79349494,0.8055485,0.80159515,0.7685487,0.79075116,0.79644996,0.82320464,0.7808914,0.7373563,0.007481230016747868,1215.9628926574417,2139.3678019325603,2605.0979298302377,0.12804179
audio_degraded/guitar_47850_D__Maj__degraded_musicality.wav,pop,[122.2826087],100.0,100.0,Pop D,degraded_musicality,100.0,70.0,-227.52182,158.80014,-49.53902,89.73851,32.33701,-24.974115,2.944918,-1.3047992,5.4372487,-6.0261965,-11.473601,-6.695293,-5.757442,0.54897684,0.99543744,0.42658132,0.15483795,0.06669702,0.15536028,0.07436595,0.1840681,0.20541614,0.08286259,0.059364773,0.19431332,0.06226490162037037,1233.3159506382694,1301.4739053821022,2753.968253968254,0.15690261
audio_degraded/guitar_47851_D_Maj__degraded_musicality.wav,pop,[80.35714286],100.0,100.0,Pop D,degraded_musicality,100.0,70.0,-176.93347,154.95355,-69.144615,97.69716,17.756922,-7.5690427,9.332998,-2.6478515,8.265437,0.6656825,-10.588504,-9.132258,-3.1400435,0.7272146,0.39383894,0.19097142,0.09450317,0.16825065,0.2666623,0.51235455,0.7727301,0.6260784,0.26690084,0.21760213,0.6801303,0.0716869212962963,1399.0255338155077,1419.8765819922778,3052.0833333333335,0.17540862
ambient/622735_AMBCnst_Long_ambience_jackhammer_on_street_recorded_from_5th_floor_balcony_in_Sao_Paulo_Brazil.mp3,,[130.81395349],,,,,,,-267.56805,171.71545,-51.979897,31.254427,-6.3893313,5.482144,-4.6629333,5.300817,-0.19925304,-7.052253,8.857604,1.4703232,-2.475335,0.57970244,0.58988994,0.6568648,0.6161098,0.612565,0.5945716,0.63651365,0.633976,0.61525774,0.65379006,0.6664995,0.60929036,0.06455890709272509,2391.7453784459904,2584.0747670842647,4414.815107089413,0.030280136
sfx/629351_2770_1-FP-SWOOSH-SW-TMc_72_C4.aif.mp3,ambient,[303.99816176],100.0,100.0,Bizarre,,,,-374.9492,8.828017,-50.192383,13.990449,-17.308079,4.2370243,-17.71973,11.095683,-20.752089,17.662302,-4.621061,12.545362,-5.9237857,0.61576915,0.6415396,0.66100395,0.7015445,0.60362494,0.5322603,0.5174243,0.5304962,0.5629028,0.59554267,0.5584234,0.5374068,0.2808650090144231,7133.215719148719,4725.084419491039,12611.00323016827,0.032682203
audio_degraded/guitar_47860_C__min__degraded_musicality.wav,pop,[122.2826087],100.0,100.0,Pop C min,degraded_musicality,100.0,70.0,-204.21967,145.06699,-56.322712,86.05149,25.438074,-18.328878,18.911879,5.193138,2.6990929,-4.732253,-17.470243,-12.947663,-4.0740995,0.7099263,0.31626207,0.31194755,0.11770636,0.06999881,0.22896402,0.57975966,0.21947941,0.11445649,0.32517764,0.6917909,0.95789105,0.06566863364361702,1329.1653208559997,1358.86819749066,2883.6851728723404,0.16394381
audio_degraded/guitar_800695_Acoustic_Guitar_Oneshot_Slice_64__degraded_musicality.wav,pop,[170.45454545],40.0,80.0,Wtf,degraded_musicality,40.0,56.0,-347.85654,180.37627,7.577219,32.788036,1.8615601,10.614124,2.9996014,-1.0337651,6.1169066,-3.646329,4.3534136,-5.28651,-10.112201,0.29743034,0.20750575,0.23548101,0.36892632,0.520892,0.6805398,0.6363422,0.52382046,0.42947692,0.41188967,0.4183037,0.3891313,0.017720853365384617,1297.1128147798868,2125.6994263424453,2358.533653846154,0.054745227
audio_degraded/sfx_629351_2770_1-FP-SWOOSH-SW-TMc_72_C4.aif__degraded_rhythm.wav,ambient,[246.09375],100.0,100.0,Bizarre,degraded_rhythm,70.0,100.0,-405.91208,6.939616,-50.315704,13.715664,-17.36001,5.7528224,-16.944098,10.70652,-19.322472,17.33738,-6.077035,12.038968,-5.7035866,0.6191613,0.6174374,0.6843388,0.663475,0.62981087,0.5791306,0.5554887,0.5673419,0.54145867,0.52649003,0.529514,0.55784434,0.28375901442307694,7239.431784178667,4872.579175200139,12906.339393028846,0.022944646
audio_degraded/guitar_47858_A_min__degraded_rhythm.wav,pop,[63.92045455],100.0,100.0,A min,degraded_rhythm,70.0,100.0,-221.35762,149.1757,-62.827904,88.14001,7.266866,-9.97967,9.656683,2.3203702,12.721764,0.026903275,-14.97107,-17.229214,-8.069508,0.29708758,0.15843616,0.14178379,0.24060848,0.4856497,0.19613056,0.10129121,0.28659832,0.679655,0.93195885,0.43179217,0.3388368,0.08312726327789699,1498.2694767353148,1461.4748158679051,3158.077387339056,0.09502085
audio_degraded/guitar_130471_Electric_Guitar_6__degraded_rhythm.wav,electronic,[112.34714674],60.0,80.0,Electro,degraded_rhythm,42.0,80.0,-232.5728,139.73654,-86.364624,17.65805,-25.33697,13.8838415,-22.670069,-7.593838,-14.727884,6.235775,1.0561235,-2.9675798,-7.4198914,0.23595423,0.21688668,0.2650732,0.23176819,0.22308953,0.27842897,0.2886578,0.33296788,0.35367045,0.34226817,0.61403817,0.31925666,0.08002445489844684,2717.5102949170387,2532.5235638299782,4758.554897513441,0.061318155
audio_degraded/synth_208498_Analog_Synth_01_E__degraded_rhythm.wav,ambient,[165.44117647],100.0,100.0,Bizarre,degraded_rhythm,70.0,100.0,-502.55145,40.61019,-8.561701,-6.8266187,-13.125226,-14.005542,-9.809429,-1.1418724,3.162788,1.0803096,-5.063149,-6.3255463,-3.0489602,0.53602016,0.8646448,0.4896174,0.3646172,0.3840099,0.3795368,0.36761135,0.37596044,0.42878205,0.5072034,0.50243413,0.42699757,0.043183883818069306,4809.457503089257,5175.374920728594,10532.023514851486,0.013769363
audio_degraded/guitar_811774_Acoustic_Guitar_intro_BPM_106__degraded_rhythm.wav,jazz,[112.34714674],70.0,90.0,K dude,degraded_rhythm,49.0,90.0,-532.8934,123.65333,8.038509,31.338144,13.186174,16.504255,6.364301,9.749779,-3.1819856,-5.539896,-4.546947,-3.093733,-4.8019886,0.26463282,0.3461527,0.24812156,0.18649541,0.22018018,0.3044641,0.47022927,0.41273776,0.5169065,0.6275397,0.35150075,0.23739403,0.02226646848008637,1536.7777135334243,2565.182845832174,3073.4411082203696,0.01079398
audio_degraded/guitar_683036_Harmonic_a3__degraded_musicality.wav,classical,0.0,100.0,100.0,100,degraded_musicality,100.0,70.0,-763.02924,66.82628,49.487465,32.377552,19.501015,10.168801,3.476309,-1.3485229,-5.1002665,-7.6614447,-8.549674,-8.284219,-8.171859,0.06763007,0.06830862,0.068559386,0.069403306,0.06338555,0.07669293,0.32312262,0.99084526,0.51622784,0.08996517,0.06302719,0.06408852,0.027325080422794117,2531.6510675321824,3955.850901620031,5092.222541360294,0.0037777321
ambient/274550_Zoo_Ambience_Animals_Voices_Int.mp3,,[110.29411765],,,,,,,-210.5563,140.61234,-35.093872,9.208286,-31.939142,-4.9852257,-25.271393,1.604659,-15.400991,-8.261745,-10.229785,-8.417934,-5.2819123,0.4352981,0.42373523,0.406252,0.38893718,0.4025477,0.37270415,0.3476053,0.35406727,0.35083872,0.35525295,0.39295316,0.42497072,0.061880225615612995,2816.772305639221,3291.426398777981,5690.097799511002,0.06023248
percussion/620244_bongo_lefthand_fingerroll_highdrum.flac.mp3,latino,[122.2826087],40.0,50.0,Wtf,,,,-509.80896,96.12406,10.719322,23.223135,11.533869,10.202551,3.7840436,3.1640897,-1.9761858,4.2482753,-7.3923326,2.6413753,-2.2701833,0.7238685,0.6619062,0.53719884,0.4899475,0.45503157,0.45670015,0.4092557,0.37556326,0.4209862,0.5845465,0.774735,0.7657092,0.07058315084438131,4965.246739615797,5557.700119978049,11894.294507575758,0.0054210727
audio_degraded/percussion_620248_bongo_martillo_individual_hits_3fingers.flac__degraded_musicality.wav,latino,[100.44642857],50.0,50.0,Basique,degraded_musicality,50.0,35.0,-475.2719,62.094357,23.610224,17.81779,10.439433,5.9917827,5.26354,0.02442769,-1.4060154,0.05448138,-2.1037297,-0.64228123,2.060649,0.5740281,0.36451435,0.33728957,0.38454598,0.35498652,0.3673897,0.40245613,0.43565032,0.5108636,0.6241661,0.747507,0.8095276,0.05106460605425056,3949.9296115578113,4767.669578183839,9667.53355704698,0.013838136
audio_degraded/sfx_629353_2770_1-FP-SWOOSH-SW-TMc_90_F_5.aif__degraded_musicality.wav,ambient,[258.3984375],100.0,100.0,Bizarre,degraded_musicality,100.0,70.0,-443.8111,-26.48339,-47.123936,26.413319,-31.343046,35.324837,-30.11186,12.970966,-28.940279,10.521591,-14.228213,7.7780724,-11.208704,0.45749593,0.6499428,0.5972598,0.61506355,0.66411436,0.6027866,0.64357024,0.5473295,0.5090627,0.47004738,0.53978956,0.6418046,0.3784754136029412,8602.286453631097,4311.320129125036,13332.43049172794,0.02090597
audio_degraded/guitar_683036_Harmonic_a3__degraded_rhythm.wav,classical,0.0,100.0,100.0,100,degraded_rhythm,70.0,100.0,-755.75336,65.8495,48.064556,30.256035,16.475843,6.471728,-0.3310119,-4.758542,-7.612605,-9.032873,-9.403526,-9.652328,-9.997039,0.056298923,0.059670467,0.06817035,0.070966214,0.07256667,0.071999595,0.06290662,0.06783864,0.3576809,0.99149925,0.5059906,0.07047699,0.03147173713235294,2682.9902099243454,4086.3730020838357,5512.474666819853,0.0033903597
guitar/616238_45.mp3,simple_note,[107.66601562],100.0,100.0,100,,,,-670.27295,135.3923,65.10988,54.222706,10.817494,23.025515,-4.6036687,8.369065,-7.9662995,2.7122645,-9.143554,-4.7850723,-11.868797,0.2542931,0.24164522,0.14176881,0.37527776,0.9007196,0.6776855,0.20676483,0.2839789,0.5829973,0.8640319,0.6698872,0.40325025,0.020232336477433003,1894.807849281718,3380.8500742297697,4352.592298241361,0.0041346424
audio_degraded/guitar_78425_cl_min_a2__degraded_rhythm.wav,jazz,[191.40625],80.0,90.0,Woahhh,degraded_rhythm,56.0,90.0,-314.29022,139.37614,-60.269062,32.951103,-4.1512136,-12.496759,2.709266,-6.4230146,-9.089132,-6.0731616,-6.266538,-4.5124974,-3.3615508,0.6704196,0.311907,0.2431545,0.30514017,0.452697,0.63432246,0.3975212,0.4083943,0.32444826,0.22280152,0.29660398,0.4755734,0.06844375540034563,2535.272214275733,2577.389405221839,5177.594191028225,0.07465577
guitar/331339_2_Notes_Octave_Guitar.mp3,simple_note,[234.375],100.0,100.0,E,,,,-522.272,56.537296,36.75461,23.904911,15.094065,11.160176,8.631748,5.5344143,0.0154018765,-2.744157,-3.4627917,-2.7514267,-1.8023207,0.09314604,0.07539025,0.06533576,0.14021078,0.39390862,0.22236924,0.15943222,0.19606294,0.35925403,0.86966616,0.38159057,0.14336354,0.04176755122245179,1290.8282250499667,2019.2625141662065,2763.688016528926,0.0130949905
audio_degraded/guitar_8563_D7th_thin_strs__degraded_rhythm.wav,simple_note,[120.18531977],100.0,100.0,simple,degraded_rhythm,70.0,100.0,-544.381,42.459,22.686678,19.85789,14.6975155,8.705364,3.7291422,-0.18827254,-3.3479936,-5.1919103,-3.9114022,-2.9816358,-2.9774852,0.23642337,0.3090239,0.34806973,0.36097264,0.36538738,0.40980822,0.52866685,0.49863973,0.66869706,0.95884085,0.66707915,0.3283477,0.020962716200385888,2862.4882295438015,4519.993932304619,7979.772989594818,0.0068205753
audio_degraded/drums_760587_121_BPM_Industrial_Drum_Loop__6452__WAV___degraded_musicality.wav,electronic,[97.50884434],80.0,80.0,Ouaippp,degraded_musicality,80.0,56.0,-141.457,151.6021,-21.071686,44.33179,-24.95772,28.044256,-17.562277,21.535824,-13.175133,8.899946,-1.8287436,3.7832131,-1.3583567,0.44807756,0.38799608,0.37869596,0.45732027,0.50026894,0.58372456,0.38597742,0.36676195,0.41533625,0.45557073,0.38876754,0.41418323,0.07043314258954679,2874.105073136384,3545.5473951945296,6593.819387335527,0.12629506
audio_degraded/guitar_527603_B_String_B0__degraded_rhythm.wav,simple_note,[119.68085106],100.0,100.0,Bas,degraded_rhythm,70.0,100.0,-563.2079,44.95823,41.147068,36.820793,32.229324,27.867853,24.241343,21.349411,18.926355,16.97287,15.356617,13.712596,11.917147,0.69084007,0.7001989,0.6758068,0.6421052,0.6773074,0.76963663,0.83826774,0.7979025,0.7323116,0.714358,0.72591573,0.71219575,0.0047286184210526315,1010.7864655536429,2674.8472502916484,1603.3632032667877,0.021492235
guitar/576575_guit_scratch.mp3,rock,[139.67483108],30.0,30.0,Wut?,,,,-308.6833,226.37099,-37.200504,-8.893578,11.815607,-10.934539,-8.347304,-4.7860456,-5.116131,6.6369195,2.1830316,-18.761168,-7.8250766,0.28866017,0.28183168,0.2388474,0.25327212,0.2639552,0.2903385,0.2563502,0.3340875,0.6218163,0.4791497,0.35232994,0.28053212,0.036737659565649866,1162.8380148229044,1046.1376817973526,1984.3103707311009,0.09543983
sfx/629352_2770_1-FP-SWOOSH-SW-TMc_69_A3.aif.mp3,ambient,[303.99816176],100.0,100.0,Bizarre,,,,-364.82516,16.712687,-47.676548,11.204432,-14.968121,5.2234344,-21.047447,12.366111,-18.197815,10.054444,-2.5768714,16.501657,-8.9988,0.5831295,0.57215416,0.59645426,0.48496363,0.4959388,0.5431958,0.57259095,0.5968983,0.60211664,0.67723304,0.67446434,0.6613543,0.27384127103365385,6830.463330012572,4640.1434355168485,12129.818960336539,0.033534583
